"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ferrer-Gomila, J.-L.; Francisca Hinarejos, M.; Isern-Deyà, A.-P.","Ferrer-Gomila, Josep Lluís (6603329751); Francisca Hinarejos, M. Francisca (14037373100); Isern-Deyà, Andreu Pere (32867845000)","6603329751; 14037373100; 32867845000","A fair contract signing protocol with blockchain support","2019","Electronic Commerce Research and Applications","36","","100869","","","42","10.1016/j.elerap.2019.100869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067912042&doi=10.1016%2Fj.elerap.2019.100869&partnerID=40&md5=38a081026e25e4f90aa77c04113b98b6","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85067912042"
"Tosh, D.; Shetty, S.; Liang, X.; Kamhoua, C.; Njilla, L.L.","Tosh, Deepak K. (55220635700); Shetty, Sachin S. (8970891400); Liang, Xueping (57195358870); Kamhoua, Charles A. (36918490600); Njilla, Laurent Yamen (57038923900)","55220635700; 8970891400; 57195358870; 36918490600; 57038923900","Data Provenance in the Cloud: A Blockchain-Based Approach","2019","IEEE Consumer Electronics Magazine","8","4","8732702","38","44","64","10.1109/MCE.2019.2892222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067186508&doi=10.1109%2FMCE.2019.2892222&partnerID=40&md5=15e31e244c8325c9be5eb897a44344e7","Article","Final","","Scopus","2-s2.0-85067186508"
"Dong, B.; An, T.; Zhou, F.; Liu, K.; Li, Y.","Dong, Bo (57203180228); An, Tianjiao (57207728199); Zhou, Fan (56946065900); Liu, Keping (7404199525); Li, Yuanchun Chuan (55932117000)","57203180228; 57207728199; 56946065900; 7404199525; 55932117000","Decentralized robust zero-sum neuro-optimal control for modular robot manipulators in contact with uncertain environments: theory and experimental verification","2019","Nonlinear Dynamics","97","1","","503","524","32","10.1007/s11071-019-04994-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066140366&doi=10.1007%2Fs11071-019-04994-8&partnerID=40&md5=2eba3564a26a01b71e4f92b45832a32b","Article","Final","","Scopus","2-s2.0-85066140366"
"Fan, Y.; Lin, X.; Tan, G.; Zhang, Y.; Dong, W.; Lei, J.","Fan, Yongkai (14035472900); Lin, Xiaodong (57220845270); Tan, Gang (57192503632); Zhang, Yuqing (56027290000); Dong, Wei (57198833516); Lei, Jing (57205100308)","14035472900; 57220845270; 57192503632; 56027290000; 57198833516; 57205100308","One secure data integrity verification scheme for cloud storage","2019","Future Generation Computer Systems","96","","","376","385","74","10.1016/j.future.2019.01.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062089876&doi=10.1016%2Fj.future.2019.01.054&partnerID=40&md5=24b2f5befc97a61df10a27eb892329a6","Article","Final","","Scopus","2-s2.0-85062089876"
"Alkhanova, G.; Stenin, D.; Serik, S.","Alkhanova, Gulnur (57210217537); Stenin, Dmitry V. (57197708112); Serik, Zhuzbayev (57889419200)","57210217537; 57197708112; 57889419200","The semantic network as a promising information platform in the mining industry","2019","E3S Web of Conferences","105","","03015","","","2","10.1051/e3sconf/201910503015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069962568&doi=10.1051%2Fe3sconf%2F201910503015&partnerID=40&md5=cae3a076b2218f2ad17a764a1185fb32","Conference paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85069962568"
"Qi, Y.; Yao, X.; Zhu, T.; Ning, H.","Qi, Yuying (57205204000); Yao, Xuanxia (56260752600); Zhu, Tao (46161806500); Ning, Huansheng (57219175113)","57205204000; 56260752600; 46161806500; 57219175113","A semantic-based inference control algorithm for OWL repository privacy protection","2019","Computer Networks","156","","","1","8","4","10.1016/j.comnet.2019.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063937402&doi=10.1016%2Fj.comnet.2019.03.017&partnerID=40&md5=d525baa4e15bfbe5de5bf40dd353b4e4","Article","Final","","Scopus","2-s2.0-85063937402"
"Duan, J.; Hamlen, K.W.; Ferrell, B.","Duan, Jun (57203000603); Hamlen, Kevin W. (57203005867); Ferrell, Benjamin (57203483033)","57203000603; 57203005867; 57203483033","Better late than never: An n-variant framework of verification for Java source code on CPU × GPU hybrid platform","2019","HPDC 2019- Proceedings of the 28th International Symposium on High-Performance Parallel and Distributed Computing","","","","207","218","2","10.1145/3307681.3326604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069213305&doi=10.1145%2F3307681.3326604&partnerID=40&md5=4b3b33480064ffc96df4aac59dd114ed","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85069213305"
"Mering, M.","Mering, Margaret V. (6506183059)","6506183059","Transforming the quality of metadata in institutional repositories","2019","Serials Librarian","76","1-4","","79","82","9","10.1080/0361526X.2019.1540270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065449886&doi=10.1080%2F0361526X.2019.1540270&partnerID=40&md5=8670eb11f48932e782104d2d21f4ef58","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85065449886"
"Shim, H.; Yoo, M.; Kim, J.H.","Shim, Hyungbo (57209985952); Yoo, Minjoo (57204095399); Kim, Jang Hyun (35334398800)","57209985952; 57204095399; 35334398800","A semantic and social structure of platform business","2019","MCSS 2019 - Proceedings of the 5th ACM Workshop on Mobile Systems for Computational Social Science, co-located with MobiSys 2019","","","","11","13","0","10.1145/3325426.3330288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069221703&doi=10.1145%2F3325426.3330288&partnerID=40&md5=a0f268d3a45470947346f5c1a48884e7","Conference paper","Final","","Scopus","2-s2.0-85069221703"
"Olímpio, E.S.; Silva Souza, J.A.S.","Olímpio, Ericson De Souza (58573345200); Silva Souza, José Antonio (36523863900)","58573345200; 36523863900","ANALYZING THE PROCESS OF LOGISTICS (HANDLING, STORAGE AND EXPOSURE) FOR THE MARKETING OF GRANJEIR ORIGRUTES OF THE BANANA FAIR IN MANAUS; ANALISE DO PROCESSO DE LOGISTICA (MANIPULAÇÃO, ARMAZENAMENTO E EXPOSIÇÃO) PARA COMERCIALIZAÇÃO DE ORTIFRUTIGRANJEIROS DA FEIRA DA BANANA EM MANAUS","2019","Journal of Engineering and Technology for Industrial Applications","5","18","","113","119","0","10.5935/2447-0228.0228.20190036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170692627&doi=10.5935%2F2447-0228.0228.20190036&partnerID=40&md5=bab7ef7b4d624e9cf03fd8e7a13c4b46","Article","Final","","Scopus","2-s2.0-85170692627"
"Demiraj, A.; Spartalis, I.; Karozos, K.; Vassalos, V.","Demiraj, Admir (57210574184); Spartalis, Iosif (57203507251); Karozos, Kostis (56913479400); Vassalos, Vasilis (6602976015)","57210574184; 57203507251; 56913479400; 6602976015","Meta-data management and quality control for the medical informatics platform","2019","ACM International Conference Proceeding Series","","","a10","","","1","10.1145/3331076.3331088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070949316&doi=10.1145%2F3331076.3331088&partnerID=40&md5=467d4f92f3a7dd1fea3d1eeb9b71fca1","Conference paper","Final","","Scopus","2-s2.0-85070949316"
"Chen, I.-C.; Hsu, I.-C.","Chen, I. Cheng (57204761412); Hsu, I. Ching (11339548200)","57204761412; 11339548200","Open Taiwan Government data recommendation platform using DBpedia and Semantic Web based on cloud computing","2019","International Journal of Web Information Systems","15","2","","236","254","7","10.1108/IJWIS-02-2018-0015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057013496&doi=10.1108%2FIJWIS-02-2018-0015&partnerID=40&md5=66f614e7264b7ed94faba9a786473b14","Article","Final","","Scopus","2-s2.0-85057013496"
"Abbas Hashim, A.A.; Abdul Rasool, A.A.","Abbas Hashim, Ali A. (57209458986); Abdul Rasool, Adnan Adulamir (57209458351)","57209458986; 57209458351","Numerical verification for different types of curved baffles as stratifiers in solar thermal storage tank","2019","IOP Conference Series: Materials Science and Engineering","518","3","032052","","","3","10.1088/1757-899X/518/3/032052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067822987&doi=10.1088%2F1757-899X%2F518%2F3%2F032052&partnerID=40&md5=c19b0e2b9ff591d82bb8bdb02cc38107","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85067822987"
"Nys, G.-A.; Kasprzyk, J.-P.; Hallot, P.; Billen, R.","Nys, Gilles Antoine (57195990332); Kasprzyk, Jean Paul (57204564343); Hallot, Pierre (35113156800); Billen, Roland (55885020100)","57195990332; 57204564343; 35113156800; 55885020100","A semantic retrieval system in remote sensing web platforms","2019","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","42","2/W13","","1593","1599","3","10.5194/isprs-archives-XLII-2-W13-1593-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067467258&doi=10.5194%2Fisprs-archives-XLII-2-W13-1593-2019&partnerID=40&md5=4fba9219c48c9a566a618bacd80aec87","Conference paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85067467258"
"Langeland, T.; Cook, J.; Tjøstheim, S.; Kristiansen, T.; Fonnes, G.; Lampe, O.D.; Pedersen, G.; Camus, L.","Langeland, Tor (23100481800); Cook, Jeremy (57222665783); Tjøstheim, Sigurd (56294923900); Kristiansen, Trond (57225424672); Fonnes, Gro (57193855790); Lampe, Ove Daae (22957934700); Pedersen, Geir A.F. (16200181000); Camus, Lionel (35232304800)","23100481800; 57222665783; 56294923900; 57225424672; 57193855790; 22957934700; 16200181000; 35232304800","A data management platform for data harvesting and analysis from autonomous marine measurement platforms","2019","OCEANS 2019 - Marseille, OCEANS Marseille 2019","2019-June","","8867275","","","6","10.1109/OCEANSE.2019.8867275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103692881&doi=10.1109%2FOCEANSE.2019.8867275&partnerID=40&md5=0bf0a1f9af531a357f6d78d844f91754","Conference paper","Final","","Scopus","2-s2.0-85103692881"
"Liang, Y.","Liang, Yiheng (57215275410)","57215275410","Identity verification and management of electronic health records with blockchain technology","2019","2019 IEEE International Conference on Healthcare Informatics, ICHI 2019","","","8904712","","","19","10.1109/ICHI.2019.8904712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075909061&doi=10.1109%2FICHI.2019.8904712&partnerID=40&md5=a2623241ba5a67a6e3f7e0ac0892b175","Conference paper","Final","","Scopus","2-s2.0-85075909061"
"Podnar Žarko, I.P.; Mueller, S.; Płóciennik, M.; Rajtar, T.; Jacoby, M.; Pardi, M.; Insolvibile, G.; Glykantzis, V.; Antonić, A.; Kušek, M.; Soursos, S.","Podnar Žarko, Ivana (14060836300); Mueller, Szymon (35366893500); Płóciennik, Marcin (6507612167); Rajtar, Tomasz (16417859100); Jacoby, Michael (57191273983); Pardi, Matteo (57205426870); Insolvibile, Gianluca (57195620787); Glykantzis, Vasilis (57191958625); Antonić, Aleksandar (49361179200); Kušek, Mario (7801545412); Soursos, Sergios (6507457051)","14060836300; 35366893500; 6507612167; 16417859100; 57191273983; 57205426870; 57195620787; 57191958625; 49361179200; 7801545412; 6507457051","The symbIoTe solution for semantic and syntactic interoperability of cloud-based IoT platforms","2019","Global IoT Summit, GIoTS 2019 - Proceedings","","","8766420","","","21","10.1109/GIOTS.2019.8766420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073888690&doi=10.1109%2FGIOTS.2019.8766420&partnerID=40&md5=0f9a62304e1dbc10912945446fca946a","Conference paper","Final","","Scopus","2-s2.0-85073888690"
"Redrovan-Reyes, E.; Chalco-Bermeo, J.; Robles-Bykbaev, V.; Carrera-Hidalgo, P.; Contreras-Alvarado, C.; León-Pesántez, A.; Nivelo-Naula, D.; Olivo-Deleg, J.","Redrovan-Reyes, E. (57210982578); Chalco-Bermeo, J. (57210982475); Robles-Bykbaev, Vladimir Espartaco (55014465700); Carrera-Hidalgo, P. (57210981487); Contreras-Alvarado, C. (57210977048); León-Pesántez, Adriana (57201852656); Nivelo-Naula, D. (57210977293); Olivo-Deleg, J. (57210979997)","57210982578; 57210982475; 55014465700; 57210981487; 57210977048; 57201852656; 57210977293; 57210979997","An educational platform based on expert systems, speech recognition, and ludic activities to support the lexical and semantic development in children from 2 to 3 years","2019","2019 IEEE Colombian Conference on Communications and Computing, COLCOM 2019 - Proceedings","","","8809118","","","4","10.1109/ColComCon.2019.8809118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072108393&doi=10.1109%2FColComCon.2019.8809118&partnerID=40&md5=596e30775dfe15e306fa494a5a81460e","Conference paper","Final","","Scopus","2-s2.0-85072108393"
"Wada, A.; Takai, S.","Wada, Akihito (57210813819); Takai, Shigemasa (7201470914)","57210813819; 7201470914","Verification of codiagnosability for decentralized diagnosis of discrete event systems subject to permanent sensor failures","2019","2019 18th European Control Conference, ECC 2019","","","8795941","1726","1731","5","10.23919/ECC.2019.8795941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071569768&doi=10.23919%2FECC.2019.8795941&partnerID=40&md5=9b89d349bade543986682d4e0c38f7bd","Conference paper","Final","","Scopus","2-s2.0-85071569768"
"da Silva, W.D.; De Farias, C.R.G.","da Silva, Wilson Daniel (57210570865); De Farias, Cléver Ricardo Guareis (13104795900)","57210570865; 13104795900","Support for accessibility, reproducibility and transparency in a service-oriented gene expression analysis platform","2019","Proceedings - IEEE Symposium on Computer-Based Medical Systems","2019-June","","8787390","477","482","1","10.1109/CBMS.2019.00098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070960357&doi=10.1109%2FCBMS.2019.00098&partnerID=40&md5=686c5967c76654b8b778ab6c5f2ab0ff","Conference paper","Final","","Scopus","2-s2.0-85070960357"
"Bionda, E.; Tornelli, C.; Brambilla, M.; Balduini, M.; Mauri, G.; Della Giustina, D.D.; Garrone, F.; Della Valle, E.D.","Bionda, Enea (57191258091); Tornelli, Carlo (21835158100); Brambilla, Marco (57226223274); Balduini, Marco (55311610000); Mauri, Giuseppe (9742286200); Della Giustina, Davide (57214958812); Garrone, Fabrizio (34881599400); Della Valle, Emanuele (8879414700)","57191258091; 21835158100; 57226223274; 55311610000; 9742286200; 57214958812; 34881599400; 8879414700","The Smart Grid Semantic Platform: Synergy between IEC Common Information Model (CIM) and Big Data","2019","Proceedings - 2019 IEEE International Conference on Environment and Electrical Engineering and 2019 IEEE Industrial and Commercial Power Systems Europe, EEEIC/I and CPS Europe 2019","","","8783632","","","9","10.1109/EEEIC.2019.8783632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070827404&doi=10.1109%2FEEEIC.2019.8783632&partnerID=40&md5=9098df5fb998b0530e4bc9a60b0223fb","Conference paper","Final","","Scopus","2-s2.0-85070827404"
"Murray, Y.; Anisi, D.A.","Murray, Yvonne (57494660600); Anisi, David A. (15750101500)","57494660600; 15750101500","Survey of formal verification methods for smart contracts on blockchain","2019","2019 10th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2019 - Proceedings and Workshop","","","8763832","","","55","10.1109/NTMS.2019.8763832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070418964&doi=10.1109%2FNTMS.2019.8763832&partnerID=40&md5=32d279b84dab231722f0912be69c91bf","Conference paper","Final","","Scopus","2-s2.0-85070418964"
"Badr, A.; Rafferty, L.; Mahmoud, Q.H.; Elgazzar, K.; Hung, P.C.K.","Badr, Ahmed (57215300256); Rafferty, Laura (57090537800); Mahmoud, Qusay H. (6701548037); Elgazzar, Khalid (35100257700); Hung, Patrick C.k. (25926392700)","57215300256; 57090537800; 6701548037; 35100257700; 25926392700","A permissioned blockchain-based system for verification of academic records","2019","2019 10th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2019 - Proceedings and Workshop","","","8763831","","","46","10.1109/NTMS.2019.8763831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070379707&doi=10.1109%2FNTMS.2019.8763831&partnerID=40&md5=df0787fa1bce6c285b097ceb7746e5a0","Conference paper","Final","","Scopus","2-s2.0-85070379707"
"Arun Kumar, S.; Anbarasi, M.S.","Arun Kumar, S. (59678870700); Anbarasi, M. S. (57022239400)","59678870700; 57022239400","Lightweight centralised digital repository for personal data management with privacy preservation policy","2019","International Journal of Engineering and Advanced Technology","8","5","","1627","1631","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069903775&partnerID=40&md5=3a6e4b9d10df930eca4c5e73525ebeed","Article","Final","","Scopus","2-s2.0-85069903775"
"Shirisha Reddy, K.; Balaraju, M.","Shirisha Reddy, K. (57200440345); Balaraju, M. (57200441518)","57200440345; 57200441518","Kernel filtering for multi-level integrity verification approach for cloud data storage","2019","International Journal of Engineering and Advanced Technology","8","5","","1479","1489","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069901338&partnerID=40&md5=863b19193fd39370be8c5db48f2344c4","Article","Final","","Scopus","2-s2.0-85069901338"
"Zhang, Y.; Wang, Y.; Huang, F.","Zhang, Yue (57189373629); Wang, Yufei (57210126169); Huang, Fengye (57210107293)","57189373629; 57210126169; 57210107293","A platform with JTAG debugging of soc based on system level verification","2019","2019 IEEE International Conference on Electron Devices and Solid-State Circuits, EDSSC 2019","","","8754419","","","3","10.1109/EDSSC.2019.8754419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069542134&doi=10.1109%2FEDSSC.2019.8754419&partnerID=40&md5=9b0146916cbef1cfc4e6957a42a5d753","Conference paper","Final","","Scopus","2-s2.0-85069542134"
